ticket,item,id_producto,producto,fecha_venta,cantidad,id_tamaño,tamaño,precio_unitario,costo_unitario,tipo_calzado,id_local,local,tipo_local,id_ciudad,ciudad,total_venta,total_costo,año,mes
85378,1,C002,CONFORT MILAN,01/11/2021,1,23M,23 Y MEDIO,1660,420,CABALLERO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1660,420,2021,11-nov
88580,1,C002,CONFORT MILAN,30/11/2021,1,25M,25 Y MEDIO,1660,420,CABALLERO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1660,420,2021,11-nov
91063,1,C002,CONFORT MILAN,18/12/2021,1,18M,18 Y MEDIO,1660,420,CABALLERO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,1660,420,2021,12-dic
97195,1,C002,CONFORT MILAN,22/12/2021,1,29M,29 Y MEDIO,1660,420,CABALLERO,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1660,420,2021,12-dic
93655,1,C002,CONFORT MILAN,28/12/2021,1,29M,29 Y MEDIO,1660,420,CABALLERO,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1660,420,2021,12-dic
11808,1,C002,CONFORT MILAN,18/01/2020,1,20N,20 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,01-ene
12564,1,C002,CONFORT MILAN,28/01/2020,1,27N,27 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,01-ene
13295,1,C002,CONFORT MILAN,03/02/2020,1,28N,28 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,02-feb
13659,2,C002,CONFORT MILAN,06/02/2020,1,24M,24 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,02-feb
15491,1,C002,CONFORT MILAN,24/02/2020,1,21N,21 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,02-feb
16852,1,C002,CONFORT MILAN,06/03/2020,1,21M,21 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,03-mar
19476,1,C002,CONFORT MILAN,26/03/2020,1,26N,26 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,03-mar
19499,1,C002,CONFORT MILAN,27/03/2020,1,18M,18 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,03-mar
19511,1,C002,CONFORT MILAN,27/03/2020,1,23N,23 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2020,03-mar
19696,1,C002,CONFORT MILAN,29/03/2020,1,28N,28 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,03-mar
20325,1,C002,CONFORT MILAN,05/04/2020,1,22M,22 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,04-abr
20964,1,C002,CONFORT MILAN,11/04/2020,1,27M,27 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,04-abr
20964,2,C002,CONFORT MILAN,11/04/2020,1,27N,27 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,04-abr
20966,1,C002,CONFORT MILAN,11/04/2020,1,25N,25 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,04-abr
21850,1,C002,CONFORT MILAN,19/04/2020,1,28N,28 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,04-abr
22773,1,C002,CONFORT MILAN,01/05/2020,1,27N,27 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,05-may
23379,1,C002,CONFORT MILAN,07/05/2020,1,24M,24 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,05-may
23939,1,C002,CONFORT MILAN,11/05/2020,1,27N,27 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,05-may
25229,1,C002,CONFORT MILAN,26/05/2020,1,28M,28 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,05-may
25521,1,C002,CONFORT MILAN,30/05/2020,1,26N,26 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,05-may
25844,1,C002,CONFORT MILAN,31/05/2020,1,21M,21 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,05-may
25969,1,C002,CONFORT MILAN,31/05/2020,1,30M,30 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,05-may
26083,1,C002,CONFORT MILAN,01/06/2020,1,27N,27 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,06-jun
26278,1,C002,CONFORT MILAN,03/06/2020,1,24M,24 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2020,06-jun
26503,1,C002,CONFORT MILAN,04/06/2020,1,19N,19 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,06-jun
26647,1,C002,CONFORT MILAN,07/06/2020,1,22N,22 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,06-jun
26872,1,C002,CONFORT MILAN,09/06/2020,1,22N,22 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,06-jun
27130,1,C002,CONFORT MILAN,11/06/2020,1,20M,20 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,06-jun
28084,2,C002,CONFORT MILAN,20/06/2020,1,25N,25 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2020,06-jun
28249,1,C002,CONFORT MILAN,21/06/2020,1,27M,27 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,06-jun
28259,1,C002,CONFORT MILAN,21/06/2020,1,22M,22 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,06-jun
28382,1,C002,CONFORT MILAN,22/06/2020,1,29M,29 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,06-jun
29381,1,C002,CONFORT MILAN,02/07/2020,1,30N,30 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,07-jul
31119,1,C002,CONFORT MILAN,21/07/2020,1,21N,21 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,07-jul
31292,1,C002,CONFORT MILAN,23/07/2020,1,22N,22 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,07-jul
32394,1,C002,CONFORT MILAN,04/08/2020,1,25M,25 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,08-ago
32481,1,C002,CONFORT MILAN,04/08/2020,1,19M,19 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,08-ago
33889,1,C002,CONFORT MILAN,14/08/2020,1,29M,29 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,08-ago
35128,1,C002,CONFORT MILAN,24/08/2020,1,26N,26 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,08-ago
35572,1,C002,CONFORT MILAN,27/08/2020,1,25M,25 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,08-ago
36503,1,C002,CONFORT MILAN,05/09/2020,1,18N,18 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2020,09-sep
38607,1,C002,CONFORT MILAN,21/09/2020,1,23M,23 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,09-sep
41642,1,C002,CONFORT MILAN,21/10/2020,1,25M,25 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,10-oct
41718,1,C002,CONFORT MILAN,22/10/2020,1,24N,24 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,10-oct
43308,1,C002,CONFORT MILAN,07/11/2020,1,28M,28 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2020,11-nov
45620,1,C002,CONFORT MILAN,28/11/2020,1,24N,24 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2020,11-nov
47227,1,C002,CONFORT MILAN,10/12/2020,1,18M,18 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,12-dic
48054,1,C002,CONFORT MILAN,14/12/2020,1,19M,19 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2020,12-dic
48554,1,C002,CONFORT MILAN,18/12/2020,1,20N,20 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2020,12-dic
49112,1,C002,CONFORT MILAN,23/12/2020,1,28N,28 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2020,12-dic
49177,1,C002,CONFORT MILAN,24/12/2020,1,18M,18 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2020,12-dic
50047,1,C002,CONFORT MILAN,01/01/2021,1,30M,30 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,01-ene
50309,1,C002,CONFORT MILAN,03/01/2021,1,25N,25 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,01-ene
51073,2,C002,CONFORT MILAN,10/01/2021,1,18N,18 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,01-ene
51355,1,C002,CONFORT MILAN,13/01/2021,1,23N,23 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,01-ene
51779,1,C002,CONFORT MILAN,16/01/2021,1,23N,23 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,01-ene
52061,1,C002,CONFORT MILAN,19/01/2021,1,29M,29 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,01-ene
52272,1,C002,CONFORT MILAN,21/01/2021,1,30M,30 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,01-ene
53581,1,C002,CONFORT MILAN,31/01/2021,1,20N,20 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,01-ene
53596,1,C002,CONFORT MILAN,31/01/2021,1,18N,18 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,01-ene
54027,1,C002,CONFORT MILAN,04/02/2021,1,26N,26 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,02-feb
54316,1,C002,CONFORT MILAN,05/02/2021,1,29N,29 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,02-feb
55177,1,C002,CONFORT MILAN,13/02/2021,1,18N,18 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,02-feb
56166,3,C002,CONFORT MILAN,20/02/2021,1,21N,21 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,02-feb
56371,1,C002,CONFORT MILAN,21/02/2021,1,24M,24 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,02-feb
56550,1,C002,CONFORT MILAN,23/02/2021,1,21N,21 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,02-feb
57241,1,C002,CONFORT MILAN,02/03/2021,1,23N,23 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,03-mar
57821,1,C002,CONFORT MILAN,05/03/2021,1,29M,29 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,03-mar
58022,1,C002,CONFORT MILAN,08/03/2021,2,26M,26 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,4204,840,2021,03-mar
58241,1,C002,CONFORT MILAN,09/03/2021,1,23N,23 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,03-mar
58262,1,C002,CONFORT MILAN,09/03/2021,1,25N,25 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,03-mar
58361,1,C002,CONFORT MILAN,09/03/2021,1,22N,22 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,03-mar
58380,1,C002,CONFORT MILAN,09/03/2021,1,25N,25 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,03-mar
58970,1,C002,CONFORT MILAN,14/03/2021,1,27M,27 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,03-mar
59424,1,C002,CONFORT MILAN,19/03/2021,1,22N,22 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,03-mar
59771,1,C002,CONFORT MILAN,23/03/2021,1,21N,21 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,03-mar
61307,1,C002,CONFORT MILAN,05/04/2021,1,23N,23 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,04-abr
61480,1,C002,CONFORT MILAN,06/04/2021,1,20M,20 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,04-abr
61646,1,C002,CONFORT MILAN,08/04/2021,1,27M,27 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,04-abr
61872,1,C002,CONFORT MILAN,10/04/2021,1,27N,27 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,04-abr
62610,1,C002,CONFORT MILAN,16/04/2021,1,25N,25 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,04-abr
63304,1,C002,CONFORT MILAN,21/04/2021,1,23M,23 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,04-abr
63771,1,C002,CONFORT MILAN,24/04/2021,1,24M,24 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,04-abr
64727,1,C002,CONFORT MILAN,04/05/2021,1,24M,24 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,05-may
65201,1,C002,CONFORT MILAN,08/05/2021,1,26N,26 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,05-may
66690,1,C002,CONFORT MILAN,22/05/2021,1,30M,30 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,05-may
66784,1,C002,CONFORT MILAN,23/05/2021,1,25N,25 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,05-may
67110,1,C002,CONFORT MILAN,25/05/2021,1,24N,24 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,05-may
67131,1,C002,CONFORT MILAN,25/05/2021,1,24M,24 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,05-may
68284,1,C002,CONFORT MILAN,05/06/2021,1,28M,28 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,06-jun
68502,1,C002,CONFORT MILAN,06/06/2021,1,22M,22 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,06-jun
70406,1,C002,CONFORT MILAN,24/06/2021,1,21N,21 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,06-jun
72064,1,C002,CONFORT MILAN,07/07/2021,1,28M,28 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,07-jul
72260,2,C002,CONFORT MILAN,09/07/2021,1,24M,24 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,07-jul
72645,1,C002,CONFORT MILAN,12/07/2021,1,27N,27 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,07-jul
73246,1,C002,CONFORT MILAN,15/07/2021,1,25N,25 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,07-jul
73619,1,C002,CONFORT MILAN,18/07/2021,1,21N,21 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,07-jul
73705,1,C002,CONFORT MILAN,19/07/2021,1,19N,19 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,07-jul
73708,1,C002,CONFORT MILAN,19/07/2021,1,26N,26 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,07-jul
73753,1,C002,CONFORT MILAN,20/07/2021,1,19N,19 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,07-jul
74111,1,C002,CONFORT MILAN,21/07/2021,1,28M,28 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,07-jul
74392,1,C002,CONFORT MILAN,23/07/2021,1,20M,20 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,07-jul
76019,1,C002,CONFORT MILAN,07/08/2021,1,28N,28 NORMAL,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,08-ago
78214,1,C002,CONFORT MILAN,24/08/2021,1,22M,22 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,08-ago
78251,1,C002,CONFORT MILAN,25/08/2021,1,29N,29 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,08-ago
78702,1,C002,CONFORT MILAN,28/08/2021,1,21N,21 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,08-ago
79633,1,C002,CONFORT MILAN,04/09/2021,1,21M,21 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,09-sep
80001,1,C002,CONFORT MILAN,08/09/2021,1,22N,22 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,09-sep
80072,1,C002,CONFORT MILAN,08/09/2021,1,29M,29 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,09-sep
80274,1,C002,CONFORT MILAN,10/09/2021,1,22M,22 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,09-sep
80701,1,C002,CONFORT MILAN,15/09/2021,1,29N,29 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,09-sep
80927,1,C002,CONFORT MILAN,17/09/2021,1,21M,21 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,09-sep
81745,1,C002,CONFORT MILAN,25/09/2021,1,24N,24 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,09-sep
83145,1,C002,CONFORT MILAN,07/10/2021,1,19N,19 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,10-oct
83571,1,C002,CONFORT MILAN,10/10/2021,1,24N,24 NORMAL,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,10-oct
83871,1,C002,CONFORT MILAN,13/10/2021,1,26M,26 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,10-oct
83976,1,C002,CONFORT MILAN,14/10/2021,1,18M,18 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,10-oct
84147,1,C002,CONFORT MILAN,16/10/2021,1,20N,20 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,10-oct
84339,1,C002,CONFORT MILAN,18/10/2021,1,24M,24 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,10-oct
84814,1,C002,CONFORT MILAN,23/10/2021,1,28M,28 Y MEDIO,2102,420,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2102,420,2021,10-oct
85140,1,C002,CONFORT MILAN,28/10/2021,1,30M,30 Y MEDIO,2102,420,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA,2102,420,2021,10-oct
85401,1,C002,CONFORT MILAN,01/11/2021,1,23N,23 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,11-nov
86186,1,C002,CONFORT MILAN,09/11/2021,1,23N,23 NORMAL,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,11-nov
86224,1,C002,CONFORT MILAN,09/11/2021,1,30N,30 NORMAL,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,11-nov
87406,1,C002,CONFORT MILAN,20/11/2021,1,23M,23 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,11-nov
88426,1,C002,CONFORT MILAN,29/11/2021,1,21N,21 NORMAL,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,11-nov
89275,1,C002,CONFORT MILAN,06/12/2021,1,28M,28 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,12-dic
89483,1,C002,CONFORT MILAN,08/12/2021,1,18N,18 NORMAL,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,12-dic
89570,1,C002,CONFORT MILAN,09/12/2021,1,22M,22 Y MEDIO,2102,420,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,12-dic
89916,1,C002,CONFORT MILAN,13/12/2021,1,29M,29 Y MEDIO,2102,420,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2102,420,2021,12-dic
89987,1,C002,CONFORT MILAN,13/12/2021,1,19M,19 Y MEDIO,2102,420,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2102,420,2021,12-dic
91263,1,C002,CONFORT MILAN,23/12/2021,1,26M,26 Y MEDIO,2102,420,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY,2102,420,2021,12-dic
10016,1,C002,CONFORT MILAN,01/01/2020,1,18N,18 NORMAL,1844,420,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,1844,420,2020,01-ene
10108,1,C002,CONFORT MILAN,02/01/2020,1,20N,20 NORMAL,1844,420,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,1844,420,2020,01-ene
10416,1,C002,CONFORT MILAN,05/01/2020,1,22M,22 Y MEDIO,1844,420,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,1844,420,2020,01-ene
11012,1,C002,CONFORT MILAN,11/01/2020,1,20M,20 Y MEDIO,1844,420,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,1844,420,2020,01-ene
11208,1,C002,CONFORT MILAN,13/01/2020,1,30N,30 NORMAL,1844,420,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,1844,420,2020,01-ene
11347,1,C002,CONFORT MILAN,14/01/2020,1,30M,30 Y MEDIO,1844,420,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,1844,420,2020,01-ene
11801,1,C002,CONFORT MILAN,18/01/2020,1,30M,30 Y MEDIO,1844,420,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,1844,420,2020,01-ene
11968,1,C002,CONFORT MILAN,21/01/2020,1,27N,27 NORMAL,1844,420,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,1844,420,2020,01-ene
12553,1,C002,CONFORT MILAN,28/01/2020,1,30N,30 NORMAL,1844,420,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,1844,420,2020,01-ene
12858,1,C002,CONFORT MILAN,31/01/2020,1,22N,22 NORMAL,1844,420,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,1844,420,2020,01-ene
13325,1,C002,CONFORT MILAN,03/02/2020,1,22M,22 Y MEDIO,1844,420,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,1844,420,2020,02-feb
